Province/State,Country/Region_x,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Country_x,Alpha-2 code,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,Country Name,WEBNAME,Region,World Rank,Region Rank,2019 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),ROTA,HepB,DTP3,MCV2,MCV1,Hib3,PAB.,Pol3,PCV3,BCG.,continent,pop_obsesity_x,Male_obesity_x,Female_obesity_x,Country_x.1,pop_obsesity_y,Male_obesity_y,Female_obesity_y,Country_y,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Health_exp_pct_GDP_2016,Health_exp_public_pct_2016,Health_exp_out_of_pocket_pct_2016,Health_exp_per_capita_USD_2016,per_capita_exp_PPP_2016,External_health_exp_pct_2016,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18,Completeness_of_birth_reg_2009-18,Completeness_of_death_reg_2008-16,Tests,Positive,As of,Tests/ million,Positive/ thousands,lockdown_date,Type_lockdown,nb_trial,country
Australian Capital Territory,Australia,Australia,23696900.0,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Australian Capital Territory,Australia,Australia,23696900.0,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Australian Capital Territory,Australia,Australia,23696900.0,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Australian Capital Territory,Australia,Australia,23696900.0,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Australian Capital Territory,Australia,Australia,23696900.0,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,24/03/2020,Full,9.0,Australia
Australian Capital Territory,Australia,Australia,23696900.0,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,24/03/2020,Full,9.0,Australia
New South Wales,Australia,Australia,23696900.0,-33.8688,151.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,10,12,12,16,18,21,21,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Northern Territory,Australia,Australia,23696900.0,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Northern Territory,Australia,Australia,23696900.0,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Northern Territory,Australia,Australia,23696900.0,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Northern Territory,Australia,Australia,23696900.0,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Northern Territory,Australia,Australia,23696900.0,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
Northern Territory,Australia,Australia,23696900.0,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,AU,AUS,27.78,27.23,25.37,21.87,17.86,14.83,13.95,15.71,18.89,22.46,25.13,26.99,21.51,0.0,0.0,15.65647523,65.15290773,3.249129487,50.19962324,High income,5771000.0,Australia,Australia,Asia-Pacific,5.0,4.0,80.9,79.1,86.5,79.9,62.8,60.1,86.2,88.3,84.1,86.6,87.6,80.0,90.0,1.2,45.0,30.0,28.2,36.5,24.8,"$1,246.5 ",2.3,2.4,"$50,334",5.6,2.0,"46,368.00",41.6,87.0,95.0,95.0,93.0,95.0,94.0,,95.0,95.0,,Oceania,30.4,30.7,30.1,Australia,30.4,30.7,30.1,Australia,30.4,30.7,30.1,3.8,9.3,68.3,18.9,5002.4,4529.9,0.0,3.6,12.7,45.1,100.0,100.0,319784.0,6024.0,8 Apr,12590.0,1.9,,None,9.0,Australia
