Province/State,Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Country_x,Alpha-2 code,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,Country Name,WEBNAME,Region,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),ROTAC.,HepB3.,DTP3.c,MCV2.c,MCV1.c,Hib3.c,PAB.cs,Pol3.c,PCV3.c,BCG.cs,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18
,Senegal,Senegal,13508715.0,14.4974,-14.4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,Senegal,SN,SEN,24.32,26.53,28.47,30.04,31.08,30.11,28.47,27.67,27.7,28.6,27.16,24.32,27.87,0.0,0.0,3.086823701,53.85774593,82.34747832,51.27732977,Lower middle income,968000.0,Senegal,Senegal,Sub-Saharan Africa,117.0,56.3,40.3,73.3,60.0,60.0,9.0,40.0,30.0,29.8,$43.2 ,7.2,5.6,"$2,727",4.9,1.4,61.2,80.0,82.0,81.0,63.0,82.0,82.0,95.0,81.0,81.0,83.0,Africa,7.4,3.3,11.0,,0.1,0.3,1.1
,Serbia,Serbia,7022000.0,44.0165,21.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,1,1,10,13,16,16,28,31,39,44,51,58,61,65,Serbia,RS,SRB,-1.52,0.63,4.91,10.31,15.16,18.41,20.29,20.13,16.47,10.96,5.4,1.01,10.18,0.0,0.0,18.34579269,65.96452656,79.83174022,51.00252296,Upper middle income,764000.0,Serbia,Serbia,Europe,69.0,63.9,37.2,45.1,90.1,70.0,6.5,10.0,15.0,42.8,$105.5 ,1.8,1.2,"$15,000",14.1,3.1,61.5,,91.0,96.0,90.0,92.0,96.0,,96.0,48.0,98.0,Europe,23.5,22.5,24.5,5.6,3.1,6.1,86.7
,Seychelles,Seychelles,89949.0,-4.6796,55.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seychelles,SC,SYC,,,,,,,,,,,,,,0.0,0.0,7.5945456039999995,68.77008322,210.3521739,48.65491174,High income,194000.0,Seychelles,Seychelles,Sub-Saharan Africa,87.0,61.4,39.2,60.3,92.0,55.0,4.3,15.0,33.0,36.4,$2.7 ,4.2,4.9,"$28,779",,2.9,63.3,99.0,99.0,99.0,97.0,96.0,99.0,100.0,99.0,16.0,97.0,Africa,14.6,8.1,21.4,3.6,0.9,3.3,48.6
,Singapore,Singapore,5469700.0,1.2833,103.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,3,4,5,6,6,6,6,6,Singapore,SG,SGP,,,,,,,,,,,,,,0.0,32.0,11.46338019,76.25833717,7952.998418000001,47.65812541,High income,10390000.0,Singapore,Singapore,Asia-Pacific,2.0,89.4,95.1,90.7,80.0,85.0,0.1,22.0,17.0,17.6,$527.0 ,3.6,3.5,"$93,906",2,0.6,110.9,,96.0,96.0,84.0,95.0,96.0,,96.0,82.0,98.0,Asia,6.6,6.2,7.0,2.0,2.3,7.2,31.5
,Slovakia,Slovakia,5415949.0,48.669,19.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,Slovakia,SK,SVK,-4.17,-1.72,2.4,7.6,12.43,15.33,16.95,16.67,13.17,8.32,2.45,-2.19,7.27,0.0,0.0,15.629246499999999,68.92461673,113.29057820000001,51.33833252,High income,1460000.0,,,,,,,,,,,,,,,,,,,,,,96.0,96.0,97.0,96.0,96.0,,96.0,96.0,,Europe,22.4,22.5,22.3,6.1,2.5,9.2,53.9
,Slovenia,Slovenia,2064966.0,46.1512,14.9955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,4,5,6,9,9,11,11,15,15,17,20,22,28,30,36,40,Slovenia,SI,SVN,-2.09,-0.13,3.38,7.58,12.16,15.4,17.38,16.94,13.87,9.21,3.58,-0.79,8.04,0.0,0.0,19.60687965,65.3713453,102.6398595,50.24520703,High income,2236000.0,Slovenia,Slovenia,Europe,58.0,65.5,53.6,38.3,82.6,70.0,2.0,50.0,17.0,45.4,$71.1 ,5.0,2.5,"$34,407",6.6,1.4,75.4,,,93.0,94.0,93.0,93.0,,93.0,60.0,,Europe,22.5,21.4,23.6,4.6,3.0,9.7,66.7
,Somalia,Somalia,10806000.0,5.1521,46.1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Somalia,SO,SOM,25.03,25.85,27.16,28.0,28.09,27.87,27.11,27.13,27.68,26.67,25.62,25.0,26.77,0.0,0.0,2.8733109430000003,50.55010499,23.923476899999997,50.13335021,Low income,,Somalia,Somalia,Sub-Saharan Africa,,,7.9,,,,,,,,$18.70 ,1.8,2.2,,6,,,,42.0,42.0,,46.0,42.0,67.0,47.0,,37.0,Africa,6.9,3.4,10.3,,0.0,0.1,0.2
,South Africa,South Africa,54002000.0,-30.5595,22.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,5,5,9,9,11,12,13,18,South Africa,ZA,ZAF,23.19,22.66,21.1,17.74,14.24,11.16,11.07,12.97,16.03,18.31,20.48,22.2,17.6,0.0,1.0,5.318005005,65.60250585,47.63011978,50.69415038,Upper middle income,8339000.0,South Africa,SouthAfrica,Sub-Saharan Africa,102.0,58.3,39.7,67.6,62.6,45.0,4.5,45.0,28.0,32.8,$765.6 ,1.3,1.5,"$13,545",27.3,5.3,52.7,70.0,74.0,74.0,50.0,70.0,74.0,90.0,74.0,73.0,70.0,Africa,27.0,14.5,38.5,,0.9,3.5,11.4
,Spain,Spain,46507760.0,40.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,10,17,28,35,54,55,133,195,289,342,533,623,830,1043,1375,1772,2311,2808,3647,4365,5138,5982,6803,7716,8464,9387,10348,11198,11947,12641,13341,14045,14792,Spain,ES,ESP,5.59,6.76,8.6,10.65,14.27,18.49,22.03,21.83,19.01,14.03,8.97,6.07,13.03,0.0,0.0,19.37850752,65.95449137,93.52905826,50.89664131,High income,56177000.0,Spain,Spain,Europe,57.0,65.7,51.9,46.2,51.1,85.0,2.0,45.0,25.0,42.3,"$1,773.9 ",3.1,1.9,"$38,286",17.2,2.0,98.4,,94.0,93.0,94.0,97.0,94.0,,93.0,93.0,,Europe,27.1,27.1,27.2,3.1,4.1,5.5,79.9
,Sri Lanka,Sri Lanka,20277597.0,7.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,5,5,5,6,7,Sri Lanka,LK,LKA,25.13,25.86,27.03,27.79,28.07,27.7,27.4,27.24,27.13,26.61,25.82,25.28,26.76,0.0,0.0,10.47321975,65.32977922,345.558922,51.96681766,Upper middle income,856000.0,Sri Lanka,SriLanka,Asia-Pacific,115.0,56.4,28.9,88.3,30.4,40.0,4.4,24.0,28.0,19.8,$274.7 ,3.1,4.2,"$12,811",4.1,6.5,79.4,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,99.0,Asia,5.4,3.0,7.7,,1.0,2.1,2.8
,Sudan,South Sudan,12580000.0,12.8628,30.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,SSD,26.44,27.94,29.3,29.19,27.9,26.41,25.45,25.45,25.93,26.55,26.47,26.1,26.93,0.0,0.0,3.39848288,54.78139569,,49.95630436,Low income,,Sudan,Sudan,Sub-Saharan Africa,166.0,47.7,26.2,96.6,76.1,5.0,17.5,10.0,35.0,10.6,$187.0 ,3.2,3.0,"$4,586",12.7,32.4,126.0,,49.0,49.0,,51.0,49.0,68.0,50.0,,52.0,Africa,,,,,,,
,Suriname,Suriname,534189.0,3.9193,-56.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Suriname,SR,SUR,25.04,24.99,25.35,25.64,25.75,25.58,25.6,26.02,26.5,26.69,26.45,25.59,25.77,0.0,0.0,6.906369902000001,65.92336673,3.69225,49.71709431,Upper middle income,220000.0,Suriname,Suriname,Americas,165.0,48.1,35.5,77.2,9.6,40.0,10.2,38.0,36.0,27.6,$8.5 ,0.0,-0.9,"$14,606",8.1,22.0,72.1,,95.0,95.0,39.0,98.0,95.0,93.0,95.0,,,South America,26.5,19.0,33.9,,1.2,4.1,
,Sweden,Sweden,9737521.0,63.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,6,7,10,11,16,20,21,25,36,62,77,105,105,110,146,180,239,308,358,373,401,477,591,687,Sweden,SE,SWE,-10.07,-9.01,-4.98,0.19,6.45,11.74,13.51,12.12,7.64,2.79,-3.81,-8.03,1.55,0.0,0.0,20.09552493,62.32268961,25.00104343,49.94577617,High income,5222000.0,Sweden,Sweden,Europe,19.0,75.2,88.0,26.7,96.6,85.0,2.0,57.0,22.0,49.4,$520.9 ,2.4,2.8,"$51,475",6.7,1.9,40.9,,92.0,97.0,95.0,97.0,97.0,,97.0,97.0,26.0,Europe,22.1,24.2,20.0,2.7,5.4,11.5,113.1
,Switzerland,Switzerland,8183800.0,46.8182,8.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,11,13,14,14,27,28,41,54,75,98,120,122,153,191,231,264,300,359,433,488,536,591,666,715,765,821,895,Switzerland,CH,CHE,-3.24,-2.32,0.09,3.35,7.44,10.78,13.03,12.54,10.14,6.08,1.05,-1.96,4.75,0.0,0.0,18.62321656,66.46582867,215.5213784,50.42712466,High income,8534000.0,Switzerland,Switzerland,Europe,4.0,81.9,88.0,64.8,96.3,85.0,1.3,40.0,24.0,34.3,$517.2 ,1.1,1.6,"$61,422",4.8,0.5,42.8,,72.0,96.0,89.0,96.0,95.0,,96.0,85.0,,Europe,21.2,23.7,18.8,4.9,4.2,17.3,94.8
,Taiwan*,Taiwan,23780000.0,23.7,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,,,TWN,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,,,,,,,
,Tanzania,United Republic of Tanzania (the),57310000.0,-6.369,34.8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,TZA,23.05,23.21,23.18,22.64,21.73,20.34,20.1,20.99,22.3,23.41,23.53,23.18,22.31,0.0,0.0,2.601299178,53.30046267,63.57907879999999,50.05101091,Low income,843000.0,Tanzania,Tanzania,Sub-Saharan Africa,94.0,60.2,33.2,90.3,85.2,55.0,8.6,30.0,30.0,18.0,$162.2 ,6.0,6.8,"$3,240",2.2,5.3,38.2,,,,,,,,,,,Africa,,,,,,,
,Thailand,Thailand,64871000.0,15.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,6,7,9,10,12,15,19,20,23,26,27,30,Thailand,TH,THA,23.1,25.21,27.38,28.89,28.32,27.58,27.19,26.93,26.73,26.2,24.6,22.85,26.25,3.0,2.0,11.90089314,71.01211804,135.89720680000002,51.26870461,Upper middle income,19230000.0,Thailand,Thailand,Asia-Pacific,43.0,68.3,36.4,85.8,96.5,55.0,3.5,35.0,20.0,21.8,"$1,233.7 ",3.9,2.8,"$17,856",1.1,0.7,41.9,,97.0,97.0,87.0,96.0,,98.0,97.0,,99.0,Asia,10.8,7.5,13.8,,0.8,3.0,13.1
,Togo,Togo,6993000.0,8.6195,0.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,Togo,TG,TGO,26.69,28.55,29.31,28.81,27.6,26.01,25.01,24.83,25.36,26.34,26.84,26.24,26.8,0.0,0.0,2.8694680110000004,55.79600849,145.0467733,50.26804722,Low income,300000.0,Togo,Togo,Sub-Saharan Africa,158.0,50.3,28.1,77.0,24.5,65.0,10.3,45.0,27.0,27.7,$12.9 ,4.4,5.5,"$1,659",1.8,-0.7,78.6,89.0,88.0,88.0,,85.0,88.0,83.0,66.0,88.0,83.0,Africa,7.1,3.4,10.7,0.7,0.0,0.3,0.5
,Trinidad and Tobago,Trinidad and Tobago,1328019.0,10.6918,-61.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,5,5,6,6,7,8,8,8,Trinidad and Tobago,TT,TTO,24.72,24.85,25.38,26.12,26.6,26.15,26.06,26.31,26.52,26.41,26.02,25.22,25.86,0.0,0.0,10.73495352,68.84547391,270.92748539999997,50.59132663,High income,431000.0,Trinidad and Tobago,TrinidadTobago,Americas,112.0,57.0,32.9,61.9,16.6,60.0,8.3,25.0,25.0,35.7,$43.0 ,-2.6,-1.3,"$31,367",4.8,1.9,41.3,,99.0,99.0,92.0,90.0,99.0,,99.0,99.0,,South America,19.7,11.4,27.7,,2.7,3.5,30.9
,Tunisia,Tunisia,10982754.0,34.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,5,6,6,8,8,8,10,12,14,18,18,22,22,23,24,Tunisia,TN,TUN,10.44,11.86,14.21,17.39,21.68,25.98,28.75,28.69,25.67,20.69,15.46,11.56,19.36,3.0,0.0,8.315679079,67.51420057,74.44132338,50.43715186,Lower middle income,5746000.0,Tunisia,Tunisia,Middle East and North Africa,125.0,55.4,36.6,74.4,37.9,45.0,9.3,35.0,30.0,29.2,$135.4 ,1.9,1.7,"$11,755",15.4,5.3,71.3,,97.0,97.0,99.0,96.0,97.0,96.0,97.0,,92.0,Africa,27.3,19.3,34.9,2.1,1.3,2.6,11.5
,Turkey,Turkey,76667864.0,38.9637,35.2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,30,37,44,59,75,92,108,131,168,214,277,356,425,501,574,649,725,812,Turkey,TR,TUR,-0.52,0.98,4.77,10.02,14.47,18.54,21.83,21.65,18.11,12.56,6.85,1.94,10.93,1.0,0.0,8.48321294,66.86737692,106.96012890000002,50.6778132,Upper middle income,34654000.0,Turkey,Turkey,Europe,68.0,64.6,41.2,65.1,92.2,70.0,2.7,35.0,22.0,34.1,"$2,173.2 ",7.0,6.0,"$26,893",11.3,11.1,28.5,,98.0,98.0,87.0,96.0,98.0,95.0,98.0,97.0,96.0,Asia,32.2,24.2,39.7,2.5,1.8,2.6,47.6
,Uganda,Uganda,34856813.0,1.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uganda,UG,UGA,23.18,23.66,23.68,23.05,22.53,21.98,21.56,21.77,22.11,22.48,22.54,22.61,22.6,0.0,0.0,1.94098692,51.128487899999996,213.06173450000003,50.7760789,Low income,1151000.0,Uganda,Uganda,Sub-Saharan Africa,95.0,59.7,25.4,88.7,68.6,55.0,7.3,40.0,30.0,19.4,$88.7 ,4.5,4.3,"$2,354",2.1,5.6,39.0,36.0,93.0,93.0,,86.0,93.0,85.0,88.0,92.0,88.0,Africa,4.1,1.5,6.8,,0.1,0.6,1.1
,Ukraine,Ukraine,42973696.0,48.3794,31.1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,3,5,5,5,9,10,13,17,20,22,27,32,37,38,45,52,Ukraine,UA,UKR,-5.15,-3.69,1.18,9.09,15.09,18.42,19.95,19.34,14.78,8.63,2.81,-1.98,8.21,0.0,0.0,16.43468644,67.75290039,77.02966735,53.687750699999995,Lower middle income,21415000.0,Ukraine,Ukraine,Europe,147.0,52.3,29.6,46.9,82.6,35.0,2.5,20.0,18.0,42.1,$368.8 ,2.5,-2.3,"$8,713",9.5,14.4,75.6,,52.0,50.0,90.0,91.0,39.0,,48.0,,90.0,Europe,26.1,23.2,28.4,9.0,3.0,7.1,86.6
,United Arab Emirates,United Arab Emirates (the),9400000.0,24.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,5,6,8,8,9,10,10,11,12,12,,,ARE,18.43,19.43,22.61,26.58,30.62,32.46,33.8,33.55,31.74,28.34,24.06,20.28,26.83,0.0,0.0,1.085000985,84.31148965,135.6091101,30.63668795,High income,,United Arab Emirates,UnitedArabEmirates,Middle East and North Africa,9.0,77.6,78.8,68.8,88.9,40.0,2.8,0.0,0.0,32.3,$686.8 ,0.5,3.3,"$67,741",1.7,2.0,19.5,,,,,,,,,,,Asia,29.9,26.7,38.8,1.1,,,
Bermuda,United Kingdom,Bermuda,65441.0,32.3078,-64.7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,,,BMU,,,,,,,,,,,,,,0.0,0.0,,,1184.592572,,High income,236000.0,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,North America,,,,,,,
Cayman Islands,United Kingdom,Cayman Islands,61559.0,19.3133,-81.2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,CYM,,,,,,,,,,,,,,0.0,0.0,,,267.3916667,,High income,309000.0,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,Island,,,,,,,
Channel Islands,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),170499.0,49.3723,-2.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,4,5,6,7,7,8,,,GBR,2.99,2.97,4.66,6.74,9.82,12.77,14.44,14.29,12.21,9.47,5.52,3.85,8.31,0.0,0.0,18.39586567,63.92605226,274.82739219999996,50.63527456,High income,29306000.0,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,Island,,,,2.9,,,
Gibraltar,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),34571.0,36.1408,-5.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GIB,,,,,,,,,,,,,,0.0,0.0,,,3371.8,,High income,,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,Europe,,,,,,,
Isle of Man,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),84287.0,54.2361,-4.5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,IMN,,,,,,,,,,,,,,0.0,0.0,,,147.50350880000002,,High income,,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,Island,,,,,,,
Montserrat,United Kingdom,Montserrat,5900.0,16.7425,-62.1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,MSR,,,,,,,,,,,,,,0.0,0.0,,,,,,,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,North America,,,,,,,
,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),6650000.0,55.3781,-3.4360000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,8,8,8,21,21,55,55,71,137,177,233,281,335,422,465,578,759,1019,1228,1408,1789,2352,2921,3605,4313,4934,5373,6159,7097,,,GBR,2.99,2.97,4.66,6.74,9.82,12.77,14.44,14.29,12.21,9.47,5.52,3.85,8.31,0.0,0.0,18.39586567,63.92605226,274.82739219999996,50.63527456,High income,29306000.0,United Kingdom,UnitedKingdom,Europe,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,,,,,,,,,,,Europe,,,,2.9,,,
